code_postal,bureau_postal,localite,delegation,gouvernorat,region,aliases,source,confidence
5135,NEFFATIA,NEFFATIA,CHORBANE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5130,OULED ABDENNEBI,OULED ABDENNEBI,CHORBANE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5130,OULED AHMED,OULED AHMED,CHORBANE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5130,OULED CHERIFA,OULED CHERIFA,CHORBANE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5130,OULED EL HANNACHI,OULED EL HANNACHI,CHORBANE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5130,OULED SGHAIER,OULED SGHAIER,CHORBANE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5160,BENI THABET,BENI THABET,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5160,CITE IBN SINA,CITE IBN SINA,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5160,CITE NOUVELLE,CITE NOUVELLE,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5124,EL ACHABA,EL ACHABA,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5153,EL AITHA,EL AITHA,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5160,EL JEM,EL JEM,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5160,EL MECHELETTE,EL MECHELETTE,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5153,OULED EL HAJ,OULED EL HAJ,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5160,OULED FARHAT,OULED FARHAT,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5153,RIADH BOU HELAL,RIADH BOU HELAL,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5160,SIDI BOU HELAL,SIDI BOU HELAL,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5124,TLELSA,TLELSA,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5124,TOUAHRA,TOUAHRA,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5160,ZEGHABNA,ZEGHABNA,EL JEM,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5113,AGBA,AGBA,HBIRA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5113,CHAHDA OUEST,CHAHDA OUEST,HBIRA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5113,CHATT OULED NCIB,CHATT OULED NCIB,HBIRA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5113,EL HAJJARA,EL HAJJARA,HBIRA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5113,HBIRA,HBIRA,HBIRA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5154,MEHARZA 18,MEHARZA 18,HBIRA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5122,MENZEL HACHED,MENZEL HACHED,HBIRA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5113,REGAIGA,REGAIGA,HBIRA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,CITE COMMERCIALE,CITE COMMERCIALE,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,CITE DHAMENE,CITE DHAMENE,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5126,CITE DOUIRA,CITE DOUIRA,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,CITE EL BASSATINE,CITE EL BASSATINE,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,CITE EL FATIMI,CITE EL FATIMI,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5126,CITE EL HAJEB,CITE EL HAJEB,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5126,CITE EL IMARAT,CITE EL IMARAT,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,CITE EL MALAJI,CITE EL MALAJI,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5126,CITE EL MENAGUA,CITE EL MENAGUA,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,CITE EL WAFA,CITE EL WAFA,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,CITE EZZOUHOUR,CITE EZZOUHOUR,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5126,CITE POPULAIRE,CITE POPULAIRE,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,CITE SALAH BEN ALI,CITE SALAH BEN ALI,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5115,EL BRADAA,EL BRADAA,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5136,EL GHEDHABNA,EL GHEDHABNA,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5115,EL HESSINETTE,EL HESSINETTE,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5136,EL KHMARA,EL KHMARA,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5180,KSOUR ESSAF,KSOUR ESSAF,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5189,KSOUR ESSAF HACHED,KSOUR ESSAF HACHED,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5116,OULED SALAH,OULED SALAH,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5146,RECHERCHA,RECHERCHA,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5126,SALAKTA,SALAKTA,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5116,SIDI ASSAKER,SIDI ASSAKER,KSOUR ESSAF,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5170,CITE DE LA PLAGE,CITE DE LA PLAGE,LA CHEBBA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5170,FERAHTA,FERAHTA,LA CHEBBA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5170,LA CHEBBA,LA CHEBBA,LA CHEBBA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5170,MERKEZ CHAABNA,MERKEZ CHAABNA,LA CHEBBA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5141,CHIBA,CHIBA,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5100,CITE AFH,CITE AFH,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5100,CITE BOURGUIBA,CITE BOURGUIBA,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5111,CITE DES INFIRMIERS,CITE DES INFIRMIERS,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5100,CITE EL MOEZ,CITE EL MOEZ,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5111,CITE ENNOUR,CITE ENNOUR,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5199,CITE ESSAADA,CITE ESSAADA,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5199,CITE ESSALEM,CITE ESSALEM,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5100,CITE ETTAAMIR,CITE ETTAAMIR,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5100,CITE HACHED,CITE HACHED,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5121,CITE NOUVELLE,CITE NOUVELLE,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5121,CITE POPULAIRE,CITE POPULAIRE,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5111,CITE SIDI MESSAOUD,CITE SIDI MESSAOUD,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5100,CITE TAHER SFAR,CITE TAHER SFAR,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5111,EDDIKHILA 3,EDDIKHILA 3,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5131,EL HEKAIMA,EL HEKAIMA,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5127,ESSAAD,ESSAAD,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5131,JOUAOUDA,JOUAOUDA,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5100,MAHDIA,MAHDIA,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5129,MAHDIA ESSOUK,MAHDIA ESSOUK,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5199,MAHDIA EZZAHRA,MAHDIA EZZAHRA,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5111,MAHDIA HIBOUN,MAHDIA HIBOUN,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5150,MAHDIA REPUBLIQUE,MAHDIA REPUBLIQUE,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5131,MERKEZ OULED DHAOUADI,MERKEZ OULED DHAOUADI,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5121,REJICHE,REJICHE,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5131,ZOUAOUINE,ZOUAOUINE,MAHDIA,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5114,BENI TOURCH,BENI TOURCH,MELLOULECH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5117,EL HOUD,EL HOUD,MELLOULECH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5117,EL MANSOURA,EL MANSOURA,MELLOULECH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5114,MELLOULECH,MELLOULECH,MELLOULECH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5114,OULED ABDALLAH,OULED ABDALLAH,MELLOULECH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5117,OULED JABALLAH,OULED JABALLAH,MELLOULECH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5114,OULED MABROUK,OULED MABROUK,MELLOULECH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5120,BOU SLIM,BOU SLIM,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5123,CHEHIMET,CHEHIMET,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5120,EL AJILETTE,EL AJILETTE,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5120,EL MANAA,EL MANAA,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5120,EL MHARZA EST,EL MHARZA EST,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5123,OULED AMOR,OULED AMOR,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5120,OULED BOUZID,OULED BOUZID,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5120,OULED CHAMAKH,OULED CHAMAKH,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5120,SOMRA,SOMRA,OULED CHAMAKH,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5190,BAAJLA,BAAJLA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5190,CITE DAR EL HADAD,CITE DAR EL HADAD,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5132,EL BASSATINE,EL BASSATINE,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5151,EL BRAGHTIA,EL BRAGHTIA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5193,EL HENICHETTE,EL HENICHETTE,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5193,EL MEJRIA,EL MEJRIA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5192,ENNOUZHA,ENNOUZHA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5132,ESSAADA,ESSAADA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5132,MERKEZ OULED HAJ KHELIFA,MERKEZ OULED HAJ KHELIFA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5193,OUED BEJA,OUED BEJA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5132,OUED GUELAT,OUED GUELAT,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5192,OULED AICHA,OULED AICHA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5132,SAKIET EL KHADEM,SAKIET EL KHADEM,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5132,SIDI ALI GHEDIR,SIDI ALI GHEDIR,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5190,SIDI ALOUENE,SIDI ALOUENE,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5192,ZELBA,ZELBA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5192,ZELBA EL HENCHIR,ZELBA EL HENCHIR,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5151,ZORDA,ZORDA,SIDI ALOUENE,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5134,CHAARA,CHAARA,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,CITE 9 AVRIL,CITE 9 AVRIL,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,CITE AFH,CITE AFH,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,CITE COMMERCIALE,CITE COMMERCIALE,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,CITE ETTAAMIR,CITE ETTAAMIR,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,CITE EZZOUHOUR,CITE EZZOUHOUR,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,CITE IBN KHALDOUN,CITE IBN KHALDOUN,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,CITE INDUSTRIELLE,CITE INDUSTRIELLE,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,CITE POPULAIRE,CITE POPULAIRE,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5145,EL MANSOURA SOUASSI,EL MANSOURA SOUASSI,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,ESSETOUTE,ESSETOUTE,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,ETHOUABTIA,ETHOUABTIA,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,EZZEIRATE,EZZEIRATE,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,GDARAT,GDARAT,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5144,JEMAMLA,JEMAMLA,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,JEMIAAT,JEMIAAT,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5155,KSESBA,KSESBA,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,OULED AMOR,OULED AMOR,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,OULED BOU HELAL,OULED BOU HELAL,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,OULED KHELIFA,OULED KHELIFA,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,OULED MOULAHOUM,OULED MOULAHOUM,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,OULED MOULAHOUM SUD,OULED MOULAHOUM SUD,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,REJIBET,REJIBET,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,SIDI BOU HELAL,SIDI BOU HELAL,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,SIDI NACEUR NORD,SIDI NACEUR NORD,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5134,SIDI ZID,SIDI ZID,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
5140,SOUASSI,SOUASSI,SOUASSI,MAHDIA,CENTRE EST,,POSTE_TN_PUBLIC_LIST,HIGH
1113,BIR ETTOUIL,BIR ETTOUIL,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,BORJ EL AMRI,BORJ EL AMRI,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1113,BORJ ENNOUR,BORJ ENNOUR,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,CITE EL HAFSIA,CITE EL HAFSIA,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,CITE EL INTILAKA,CITE EL INTILAKA,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,CITE EL MANAI,CITE EL MANAI,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,CITE ENNOUZHA 1,CITE ENNOUZHA 1,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,CITE ENNOUZHA 2,CITE ENNOUZHA 2,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,CITE TAOUFIK,CITE TAOUFIK,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,DRIJETTE,DRIJETTE,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1113,EL MESSAIDINE,EL MESSAIDINE,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,ENFAIEDH,ENFAIEDH,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,KSAR HADID,KSAR HADID,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,MENZEL HABIB,MENZEL HABIB,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1142,TEBOLTECH,TEBOLTECH,BORJ EL AMRI,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2086,CITE KHALED IBN EL WALID,CITE KHALED IBN EL WALID,DOUAR HICHER,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2086,DOUAR HICHER,DOUAR HICHER,DOUAR HICHER,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,CITE 7 NOVEMBRE,CITE 7 NOVEMBRE,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,CITE BEN GHENIA,CITE BEN GHENIA,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,CITE BRIK,CITE BRIK,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,CITE EL HOUDA,CITE EL HOUDA,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,CITE ENNASR,CITE ENNASR,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,CITE ENNOUR,CITE ENNOUR,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,CITE ENNOUZHA,CITE ENNOUZHA,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,EL BATTAN,EL BATTAN,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,EL MANSOURA 2,EL MANSOURA 2,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,EL MEHRINE,EL MEHRINE,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,EZZOUITINA,EZZOUITINA,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,FERME N,FERME N,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1114,SAINT JOSEPH,SAINT JOSEPH,EL BATTAN,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1134,CHAOUAT,CHAOUAT,JEDAIDA,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1124,CITE ABOUBAKER ESSEDDIK,CITE ABOUBAKER ESSEDDIK,JEDAIDA,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1124,CITE BEL HAY,CITE BEL HAY,JEDAIDA,MANOUBA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
