numero_permis,n_occurrences,is_suspect
09/115187,2,False
14/172892,2,False
1729050,2,False
02/243843,2,False
23/55821,2,False
22/22222,2,False
07/90192,2,False
23/150780,2,False
01/364876,2,False
20/43851,2,False
22/162910,2,False
24/36345,2,False
41417483M,2,False
04/70721,2,False
01/367234,2,False
01/122093,2,False
14/11976,2,False
12/24840,2,False
12/23211,2,False
24/3483,2,False
02/243897,2,False
22/134988,2,False
012365410,2,False
02/180925,2,False
01/314023,2,False
01/453063,2,False
16/108410,2,False
01/432676,2,False
01/85080,2,False
01313468,2,False
2460234,2,False
17/42589,2,False
01/550041,2,False
10/66406,2,False
03/159589,2,False
01/303739,2,False
15/124988,2,False
03/25048,2,False
02/243678,2,False
03/144935,2,False
01/425989,2,False
24/39136,2,False
01/533528,2,False
14/9418,2,False
23/16492,2,False
16/70382,2,False
23204887,2,False
22/11714,2,False
01/10000,2,False
01/363376,2,False
01/280192,2,False
00/235111,2,False
00/01111,2,False
03/132756,2,False
01/125469,2,False
04/67460,2,False
01/30852,2,False
01/308852,2,False
02/293212,2,False
16/88623,2,False
01/441684,2,False
03/22222,2,False
01/463248,2,False
24/128338,2,False
01/484459,2,False
05/48666,2,False
01/534945,2,False
23/101696,2,False
23/1011696,2,False
14/84147,2,False
12/34177,2,False
04/82128,2,False
02/244939,2,False
24/138877,2,False
01/384740,2,False
04/103275,2,False
15/90346,2,False
01/501975,2,False
24/99901,2,False
17/56771,2,False
24/38831,2,False
95/6049164,2,False
02/228395,2,False
01/11038,2,False
01/149918,2,False
01/330427,2,False
22/131815,2,False
23/117582,2,False
01/535376,2,False
2386535,2,False
10/21814,2,False
01/439427,2,False
23/113973,2,False
03042018,2,False
23/102646,2,False
23/159512,2,False
24/02146,2,False
00/317042,2,False
03/66423,2,False
01/200373,2,False
01/365688,2,False
23/11111,2,False
01/230073,2,False
03/167851,2,False
23/16881,2,False
23/17603,2,False
23177678,2,False
01/273757,2,False
24061992,2,False
04/20390,2,False
23/225817,2,False
14/018305,2,False
14/895487,2,False
16/91835,2,False
02/222335,2,False
02/024517,2,False
23/134884,2,False
24/107153,2,False
03/135918,2,False
00247276,2,False
22/36509,2,False
264066/8,2,False
15/15623,2,False
03/197237,2,False
09/88747,2,False
23/179810,2,False
23/189810,2,False
0132154,2,False
23/123459,2,False
22AH88903,2,False
23/31586,2,False
14/84230,2,False
22/122038,2,False
01/382431,2,False
15/054251,2,False
12/25017,2,False
24/30418,2,False
00/231392,2,False
14/1112,2,False
23/90264,2,False
2365456,2,False
01/433892,2,False
13/10454,2,False
02/163033,2,False
01/87541,2,False
24/70123,2,False
23/218327,2,False
02/253090,2,False
23/183166,2,False
02/263021,2,False
01/560960,2,False
23/48666,2,False
08/65879,2,False
14/98618,2,False
23/35501,2,False
03/186241,2,False
01/504643,2,False
23/204512,2,False
02/5689,2,False
01/519057,2,False
01216854,2,False
24/46979,2,False
03/154055,2,False
02/277056,2,False
15/57331,2,False
02/218870,2,False
15/49628,2,False
01/484536,2,False
24/69210,2,False
15/8343,2,False
16/34669,2,False
01/351860,2,False
00/425587,2,False
08/222208,2,False
09/138339,2,False
02/188723,2,False
23/209312,2,False
22/155710,2,False
23/223412,2,False
09/161675,2,False
17/38319,2,False
22/157893,2,False
01/218937,2,False
01/320475,2,False
01/965210,2,False
21/12970,2,False
03/2225,2,False
23/218917,2,False
19/20061,2,False
01/303060,2,False
30081994,2,False
01/521220,2,False
04/173442,2,False
08/26794,2,False
22/94877,2,False
15/91042,2,False
23/162380,2,False
02/326419,2,False
23/30651,2,False
15/135308,2,False
23/96058,2,False
23/80496,2,False
24/137448,2,False
21/29071,2,False
24/4943,2,False
01/1200,2,False
17/3103,2,False
03/70158,2,False
03/2255,2,False
04/155247,2,False
23/230792,2,False
10/070053,2,False
24/76803,2,False
01/2365411,2,False
01/384490,2,False
23/60601,2,False
03/123917,2,False
01/526244,2,False
17/38078,2,False
02/1000,2,False
09135886,2,False
22/13790,2,False
04/91351,2,False
15/82082,2,False
23/180720,2,False
14/20628,2,False
03/8888888,2,False
04/189833,2,False
01/434768,2,False
2877880170,2,False
14/66310,2,False
24/1039,2,False
24/110581,2,False
24/233532,2,False
01/233532,2,False
15/75216,2,False
01/196842,2,False
01/456191,2,False
23/228420,2,False
23/10721,2,False
09/197060,2,False
21/231681,2,False
23/24373,2,False
21/38951,2,False
25092022,2,False
15/7489,2,False
17/1905,2,False
14/98473,2,False
0101111,2,False
01/425327,2,False
01/304380,2,False
15/7842,2,False
01/125409,2,False
24/9989,2,False
01/276324,2,False
01/249488,2,False
01/479864,2,False
23/225536,2,False
04/40929,2,False
15/84820,2,False
09/175726,2,False
23/173244,2,False
04/103276,2,False
01/85920,2,False
02/331225,2,False
04/40876,2,False
14/160829,2,False
22/172095,2,False
22/37763,2,False
24/61742,2,False
24/147843,2,False
02/31178,2,False
00/9310657,2,False
23/235366,2,False
01/335445,2,False
11/445115,2,False
23/58310,2,False
01/557940,2,False
01/450126,2,False
24/42663,2,False
01/155565,2,False
9107181003,2,False
09/425438,2,False
01/265365,2,False
00/45784,2,False
01/129692,2,False
01/383364,2,False
08/7521,2,False
02/31456,2,False
19/23974,2,False
04/145548,2,False
01/428907,2,False
14/89307,2,False
17/51544,2,False
14/114225,2,False
23/214041,2,False
16/9065,2,False
18/22059,2,False
14/15501,2,False
14/155101,2,False
15/1254,2,False
24/143638,2,False
23/32474,2,False
07/181543,2,False
24/93651,2,False
02/331843,2,False
17/38282,2,False
23/136952,2,False
01/036885,2,False
09/140185,2,False
01301827,2,False
24/63270,2,False
01/181529,2,False
22/107687,2,False
02/250311,2,False
01/81699,2,False
03/212999,2,False
23/147638,2,False
07/29005,2,False
16/75710,2,False
01/366022,2,False
19/31569,2,False
22/138571,2,False
14/002586,2,False
02/250966,2,False
01/23960,2,False
23/45392,2,False
01/051996,2,False
01/385230,2,False
24/5445447,2,False
23/70655,2,False
01/114781,2,False
14/19263,2,False
24/87242,2,False
23/46449,2,False
01/110181,2,False
01/559095,2,False
17/3669,2,False
01/119899,2,False
2218121225,2,False
02317191,2,False
23/7400,2,False
09/38582,2,False
24/105707,2,False
14/64707,2,False
01/511696,2,False
02/285143,2,False
03/157474,2,False
12/75135,2,False
24/6327,2,False
23/145834,2,False
01/36508,2,False
01/409901,2,False
20AT76454,2,False
23/8370,2,False
15/107907,2,False
24/2415525,2,False
22/28889,2,False
01/0210,2,False
03/79068,2,False
23/40408,2,False
24/18263,2,False
02/116105,2,False
3692472,2,False
14/151710,2,False
23/44257,2,False
02/225963,2,False
14/118839,2,False
23/60198,2,False
01/58404,2,False
02/000889,2,False
07/41661,2,False
15/37737,2,False
2333221,2,False
01/133191,2,False
2488732,2,False
15/445577,2,False
15/45265,2,False
24/54666,2,False
09/171355,2,False
09/151018,2,False
01/223684,2,False
06/31851,2,False
24/152667,2,False
01/507947,2,False
13/46576,2,False
01/32569,2,False
00/1443557,2,False
02/201017,2,False
15/05482,2,False
14/10815,2,False
1/88952,2,False
0716593,2,False
01/500318,2,False
01/100838,2,False
02/192009,2,False
02/302451,2,False
23/175188,2,False
22/142324,2,False
15/12779,2,False
02/187309,2,False
01/327796,2,False
01/409165,2,False
24/165306,2,False
24/71977,2,False
17/3256,2,False
17/38301,2,False
08/7451,2,False
24/156871,2,False
03/213908,2,False
12/1256666,2,False
19/7712,2,False
24/153167,2,False
24/37030,2,False
02/337079,2,False
24/69655,2,False
03/83699,2,False
01/592977,2,False
24/155328,2,False
09196245,2,False
12/56240,2,False
01/369174,2,False
01/253654,2,False
02/187987,2,False
24/106309,2,False
09/173518,2,False
04/59447,2,False
U1R547077P,2,False
03/9829,2,False
08/75143,2,False
06/54866,2,False
23/62502,2,False
03/96281,2,False
22/148801,2,False
08/15829,2,False
01/338656,2,False
23/221010,2,False
02/44507,2,False
24/111756,2,False
03/227110,2,False
05/35902,2,False
01/543146,2,False
10/50678,2,False
09/105937,2,False
14/72297,2,False
22/166678,2,False
03/5458514,2,False
02/57484,2,False
0190003,2,False
14AA44357,2,False
24112618,2,False
01/94491,2,False
09/9671,2,False
03/140720,2,False
02/155044,2,False
02/172858,2,False
01/228019,2,False
01/375223,2,False
01/502619,2,False
21AW54028,2,False
18/40324,2,False
24/3111,2,False
14/136270,2,False
14/110090,2,False
01/443544,2,False
01/0031518,2,False
24/145711,2,False
12/25418,2,False
00/300472,2,False
27/7788004,2,False
05/91415,2,False
03/11205,2,False
02/284812,2,False
23106558,2,False
22/10802,2,False
24/133212,2,False
01/415211,2,False
23/231265,2,False
24/124010,2,False
24/9547,2,False
01/367763,2,False
12/70953,2,False
01/95975,2,False
01/357897,2,False
01/287885,2,False
01/449722,2,False
24/95793,2,False
01/285312,2,False
01/257341,2,False
04/140380,2,False
15/111484,2,False
02/232539,2,False
23/168220,2,False
14/46321,2,False
21/42780,2,False
04/41920,2,False
03/185565,2,False
23/51837,2,False
07/226998,2,False
15/12959,2,False
02/196324,2,False
22/5420,2,False
24/88050,2,False
05/22090,2,False
01/235987,2,False
15/11475,2,False
01/266029,2,False
08/24171,2,False
14/61271,2,False
01/238924,2,False
05/32141,2,False
22/30115,2,False
22/2372,2,False
23/61484,2,False
03/208531,2,False
17/49218,2,False
15/223369,2,False
22/109966,2,False
02/224579,2,False
05/46055,2,False
19/16126,2,False
23/29954,2,False
19AW12249,2,False
24/62259,2,False
00/310204,2,False
08/21520,2,False
00/6119644,2,False
22/154813,2,False
17/45307,2,False
12/43123,2,False
01198399,2,False
24/90892,2,False
03/76203,2,False
00/1457858,2,False
02/218439,2,False
17/8712,2,False
03/84298,2,False
02/106996,2,False
24/91278,2,False
15/98400,2,False
22/102145,2,False
15/011726,2,False
01/384964,2,False
01/332118,2,False
23/201815,2,False
23/233916,2,False
01/433394,2,False
07/14061,2,False
00/0200000,2,False
01233666,2,False
09/44933,2,False
01/420921,2,False
22/85442,2,False
23/162319,2,False
24/70844,2,False
01731851,2,False
22/4270,2,False
10/20212,2,False
01/74999,2,False
15/29812,2,False
03/67074,2,False
01/419392,2,False
03/209836,2,False
02/334480,2,False
15/63680,2,False
03/12461,2,False
14/8916,2,False
22/92718,2,False
00/310597,2,False
01/509738,2,False
01/492722,2,False
01/07562,2,False
01/32568,2,False
01549206,2,False
03019410,2,False
2208420057,2,False
22/163083,2,False
01/258787,2,False
02/219022,2,False
16/97504,2,False
03/110954,2,False
01/348248,2,False
01/425260,2,False
15/60387,2,False
16/90460,2,False
01/357570,2,False
23/4587,2,False
17/62392,2,False
01/161062,2,False
22/157318,2,False
22/51564,2,False
23/208849,2,False
00/256564,2,False
02/79461,2,False
24/86420,2,False
01/442617,2,False
03/89843,2,False
10/27475,2,False
03/218781,2,False
01/465262,2,False
03/97952,2,False
17/117780,2,False
23/112257,2,False
02/3625,2,False
24/136380,2,False
14/103622,2,False
14/91100,2,False
14/183466,2,False
24AC06800,2,False
01/5393932,2,False
22/7183,2,False
17/44637,2,False
23/118885,2,False
75/2006981,2,False
24/106464,2,False
01/69262,2,False
01/245589,2,False
15/140648,2,False
01/148984,2,False
24/092555,2,False
00/399063,2,False
21/23740,2,False
23/107677,2,False
00/471163,2,False
00/281080,2,False
01/429460,2,False
03/881141,2,False
03/146256,2,False
03/189674,2,False
01/78771,2,False
24/25722,2,False
00/362870,2,False
01/515214,2,False
04/87610,2,False
01/00215,2,False
23/83166,2,False
18/46509,2,False
14/12515,2,False
11/64559,2,False
12/012545,2,False
12/54881,2,False
23/73979,2,False
01/236568,2,False
23/240055,2,False
24/56692,2,False
010/11000,2,False
01/124512,2,False
01/294146,2,False
22/20475,2,False
16/24908,2,False
22/38284,2,False
24/33876,2,False
02/274650,2,False
02/206909,2,False
10/36216,2,False
24/32185,2,False
01/32415,2,False
01475576,2,False
16/68060,2,False
23/199441,2,False
22/164975,2,False
03/133460,2,False
01/278183,2,False
22/130977,2,False
24/96479,2,False
22/134114,2,False
01/1223,2,False
24/29312,2,False
17/21720,2,False
04/101974,2,False
01/419370,2,False
22/80902,2,False
11/67434,2,False
03/252916,2,False
01/365290,2,False
23/243554,2,False
01/402137,2,False
02/182818,2,False
22/17386,2,False
23/85010,2,False
23/194904,2,False
03/206722,2,False
10/2365210,2,False
22/167801,2,False
24/1939,2,False
21/2740,2,False
23/156319,2,False
22/19159,2,False
03/117069,2,False
01/239396,2,False
03/24565,2,False
23/180144,2,False
01/223700,2,False
24/24898,2,False
24/146312,2,False
24/132554,2,False
09/158688,2,False
23/111741,2,False
24/56853,2,False
02/25564,2,False
24/142867,2,False
15/043813,2,False
02/135625,2,False
24/102973,2,False
09/220131,2,False
02/86813,2,False
04/76035,2,False
01417406,2,False
01/517690,2,False
23/234575,2,False
927458186,2,False
23/239002,2,False
23/41458,2,False
01/521980,2,False
01/278131,2,False
02/65534,2,False
08/99107,2,False
02/255770,2,False
01/161631,2,False
23/213406,2,False
08/81798,2,False
24/35922,2,False
02/302050,2,False
24/54299,2,False
08/24346,2,False
2887880009,2,False
01/549977,2,False
01/2536987,2,False
15/63423,2,False
01/467033,2,False
01/1478533,2,False
01/123236,2,False
08/21401,2,False
24/105838,2,False
23/147328,2,False
21/30717,2,False
24/7200,2,False
17/47694,2,False
02/293394,2,False
01/125879,2,False
23210430,2,False
04/42254,2,False
13/026446,2,False
01/554591,2,False
02/285301,2,False
01/439017,2,False
24/68064,2,False
01/404718,2,False
01/594182,2,False
16/001542,2,False
01/438738,2,False
0126221,2,False
02/52062,2,False
01/0654133,2,False
24/106907,2,False
24106907,2,False
11/52525,2,False
12/1221,2,False
02/264761,2,False
24/96829,2,False
16/16200,2,False
10/72866,2,False
22/74082,2,False
01/69448,2,False
01/437509,2,False
01/224436,2,False
00/330115,2,False
02/119612,2,False
01/331596,2,False
23/181774,2,False
02/147992,2,False
01/70011,2,False
02/0256354,2,False
21/42897,2,False
23/18663,2,False
02/290994,2,False
01/461249,2,False
2388702,2,False
23123354,2,False
01/664980,2,False
02/242916,2,False
10/28146,2,False
01/202009,2,False
22/2299,2,False
03/36460,2,False
19/26933,2,False
01/233631,2,False
12/8936,2,False
23/166493,2,False
01/452365,2,False
15/77563,2,False
13/33922,2,False
18/26704,2,False
23/186091,2,False
22/11770,2,False
24/51033,2,False
02/261981,2,False
03/0415554,2,False
07/117973,2,False
03/41460,2,False
23/165216,2,False
02/82514,2,False
02/5989,2,False
02/280515,2,False
U111Y6504B,2,False
22/55730,2,False
23/43986,2,False
21/45027,2,False
24/49138,2,False
14/144055,2,False
22/169813,2,False
01/342680,2,False
21/50027,2,False
23/134551,2,False
03/12316,2,False
24/127866,2,False
01/144801,2,False
01/520379,2,False
24/ 95835,2,False
24/19763,2,False
15/47101,2,False
01/23568,2,False
01/3659823,2,False
14/38724,2,False
02/138869,2,False
00/467470,2,False
21/20606,2,False
00/0442342,2,False
01/736285,2,False
09/103369,2,False
04 48666,2,False
00/472149,2,False
23/17512,2,False
07/156804,2,False
05/122932,2,False
00/453575,2,False
09/160332,2,False
05/105145,2,False
14/95849,2,False
06/24360,2,False
01/277923,2,False
00/359607,2,False
01/516378,2,False
02/282194,2,False
01/517896,2,False
08/50495,2,False
03/55444,2,False
01/536549,2,False
0963357,2,False
12/64969,2,False
13/001068,2,False
01/332768,2,False
24/53630,2,False
23/184226,2,False
01/277829,2,False
01/3656956,2,False
0 00000000,2,False
01/113112,2,False
03/245567,2,False
15/254624,2,False
01/320840,2,False
24/101627,2,False
02/128862,2,False
01/214500,2,False
27/1011986,2,False
03/12745,2,False
01/430101,2,False
01/84408,2,False
03/233220,2,False
24/153882,2,False
22/003219,2,False
01/14788,2,False
01/303172,2,False
01/442537,2,False
24/24610,2,False
15AE51697,2,False
24/153270,2,False
24/51627,2,False
16/295161,2,False
02/189091,2,False
11/071499,2,False
13/66206,2,False
0158425,2,False
02/78087,2,False
03/199616,2,False
24/1121888,2,False
03/096036,2,False
20/36427,2,False
01/387638,2,False
24/160751,2,False
03214331,2,False
01/215739,2,False
10/47892,2,False
14/14107,2,False
09/232959,2,False
09/57647,2,False
24/53844,2,False
23/105163,2,False
23/88510,2,False
23/112121,2,False
23/62898,2,False
01/637842,2,False
08/27475,2,False
07/184519,2,False
01/63997,2,False
03/07573,2,False
22/136146,2,False
03/243503,2,False
09/63192,2,False
23/147483,2,False
03/259739,2,False
00/424219,2,False
22/072795,2,False
14/25695,2,False
09/161873,2,False
15/121168,2,False
02/282532,2,False
01/73788,2,False
01/732335,2,False
01/460236,2,False
01/233275,2,False
01/270149,2,False
01/514122,2,False
01/486813,2,False
14/51525,2,False
01/473479,2,False
23/017230,2,False
17/13860,2,False
01/318706,2,False
03/213585,2,False
08/96308,2,False
00/258654,2,False
01/51907,2,False
04/172315,2,False
15/76018,2,False
01/477256,2,False
01/477266,2,False
01/494147,2,False
01/425867,2,False
23/149106,2,False
12/ 21121,2,False
23/213131,2,False
03/46170,2,False
01/335498,2,False
23/234559,2,False
14/141387,2,False
02/332191,2,False
00/784595,2,False
01/4154475,2,False
14/2358,2,False
22/157936,2,False
03/0245544,2,False
02/187559,2,False
24/125759,2,False
01/397936,2,False
12/103811,2,False
22/18846,2,False
03/232097,2,False
23/705186,2,False
01/326091,2,False
2977880011,2,False
00/337309,2,False
14/36558,2,False
23/222360,2,False
08/55133,2,False
12/74575,2,False
25/1254963,2,False
01/118843,2,False
15/11474,2,False
08/52186,2,False
00/106140,2,False
03/028586,2,False
02/303601,2,False
21/21643,2,False
24/33650,2,False
02/341539,2,False
00/442131,2,False
09/8907,2,False
16/8365,2,False
17/3236,2,False
02/154223,2,False
05/21211,2,False
01/125800,2,False
17/57931,2,False
01/464045,2,False
03/250723,2,False
14/4704,2,False
15/81327,2,False
02/220065,2,False
01282585,2,False
01/235413,2,False
21/6090,2,False
09/1530,2,False
03/175803,2,False
22/104744,2,False
01/235967,2,False
16AA88168,2,False
00/342563,2,False
03/182309,2,False
15/121240,2,False
T100925017,2,False
14/67591,2,False
13/264680,2,False
03/231192,2,False
22/173445,2,False
03/40686,2,False
03/191518,2,False
03190937,2,False
03/190937,2,False
15/49026,2,False
01/525174,2,False
16/46828,2,False
15/66149,2,False
01/257641,2,False
02/257013,2,False
02/287789,2,False
22/110307,2,False
21/5673,2,False
01/736970,2,False
01/1242547,2,False
01/312204,2,False
15/030312,2,False
09/239856,2,False
23/109135,2,False
24/67035,2,False
00/377051,2,False
24/153042,2,False
01/291521,2,False
15/77747,2,False
01/32654,2,False
15/61533,2,False
02/112678,2,False
01/223877,2,False
00/392633,2,False
00/748598,2,False
03/260939,2,False
24/109651,2,False
09/222547,2,False
01/1593,2,False
03/194001,2,False
15/14728,2,False
22/10075,2,False
08/541271,2,False
01/340942,2,False
01300045,2,False
2246421,2,False
15/02548,2,False
03/139186,2,False
20/07867,2,False
22/117555,2,False
23239074,2,False
15/023644,2,False
09/152098,2,False
08/81482,2,False
09/107154,2,False
23249930,2,False
01/113609,2,False
04130930,2,False
02/178889,2,False
17/20451,2,False
01/4291932,2,False
04/71328,2,False
02/184992,2,False
01/592020,2,False
23/32908,2,False
02/208613,2,False
02/226705,2,False
02/280825,2,False
12/003698,2,False
01/3611,2,False
01/9856324,2,False
12/77884,2,False
21/49555,2,False
03/16553,2,False
23/238408,2,False
01/54788,2,False
16/74800,2,False
01/328258,2,False
13/000462,2,False
02/167932,2,False
09/1092200,2,False
01/320639,2,False
23/185938,2,False
19/19576,2,False
24/22809,2,False
01/380084,2,False
22/143937,2,False
23/193920,2,False
14/167414,2,False
23/88527,2,False
01/215365,2,False
01/1735539,2,False
04/109343,2,False
02/49103,2,False
23/89248,2,False
01/345769,2,False
01345769,2,False
09/148350,2,False
21/00000,2,False
09/142865,2,False
22/178987,2,False
04/12147,2,False
23/42477,2,False
02/169819,2,False
01/280602,2,False
21/9092,2,False
23/218653,2,False
24/164040,2,False
01/304205,2,False
01/748511,2,False
01/232537,2,False
24/65741,2,False
08/11599,2,False
12/66296,2,False
15/21548,2,False
08/31099,2,False
08/66162,2,False
03/545545,2,False
01/237286,2,False
21/41434,2,False
24/4325,2,False
24/153933,2,False
23/253675,2,False
09/59482,2,False
01/219078,2,False
07/71439,2,False
14/59243,2,False
24/94616,2,False
04/124045,2,False
24/58210,2,False
24/118334,2,False
03/24577,2,False
24/10495,2,False
02/171466,2,False
03/169886,2,False
12/80128,2,False
15/32104,2,False
01/267999,2,False
04/46121,2,False
24/92515,2,False
23/96637,2,False
23/92478,2,False
03/24564,2,False
15/245913,2,False
20/34567,2,False
17/45099,2,False
09/108953,2,False
22/92838,2,False
16/57271,2,False
01/54588,2,False
22/95797,2,False
02/308043,2,False
387974/0,2,False
09/218522,2,False
00/249901,2,False
01/265326,2,False
01/437965,2,False
22/172314,2,False
25580304,2,False
24/167103,2,False
01/124644,2,False
23/133636,2,False
8309832106,2,False
01/363962,2,False
02/304455,2,False
23/163888,2,False
02/00125,2,False
09/182089,2,False
24/32606,2,False
00/368170,2,False
22/254220,2,False
03/124351,2,False
22/107617,2,False
20/101004,2,False
09/142987,2,False
08/15608,2,False
03/145892,2,False
04/190192,2,False
01/366721,2,False
05/14347,2,False
07/59623,2,False
15/44774,2,False
0931674,2,False
23/255976,2,False
11/45042,2,False
14/122258,2,False
21/43654,2,False
24/56798,2,False
00/213253,2,False
24/254786,2,False
21/017336,2,False
01/214544,2,False
01558132,2,False
09/173619,2,False
09/173678,2,False
21/45661,2,False
01/5475223,2,False
09/04805,2,False
01/2365741,2,False
04/101083,2,False
05/93142,2,False
02/0265,2,False
09/211068,2,False
06/21211,2,False
23/141033,2,False
15/02415,2,False
01/346391,2,False
07/200301,2,False
21/58978,2,False
03/238957,2,False
22/92186,2,False
02/123846,2,False
09/150927,2,False
08/77745,2,False
19/29930,2,False
23/49671,2,False
02/145177,2,False
04/40097,2,False
01/415243,2,False
0182369,2,False
01/24455,2,False
03/102523,2,False
03/164540,2,False
409467513,2,False
01/406317,2,False
06/13026,2,False
24/110824,2,False
01/6546552,2,False
15/025145,2,False
22/84780,2,False
15/447788,2,False
09/193657,2,False
03/26515,2,False
13/28104,2,False
15/74582,2,False
08/7281,2,False
01/330398,2,False
18AJ80968,2,False
01/54577,2,False
01 274887,2,False
19/5456887,2,False
02/5245744,2,False
09/225295,2,False
23/85330,2,False
03/137818,2,False
01/519991,2,False
01/390040,2,False
15/154506,2,False
14/62924,2,False
01/568862,2,False
01/2225465,2,False
15/85475,2,False
01/462448,2,False
02/116147,2,False
02/340426,2,False
24/415959,2,False
23/165084,2,False
19AG04931,2,False
14/112508,2,False
21/0058694,2,False
03/58587,2,False
08/12365,2,False
01/2215478,2,False
15/014477,2,False
06/42931,2,False
06/41537,2,False
06/41531,2,False
01/046874,2,False
01/52742,2,False
02/325901,2,False
09/10832,2,False
01/225484,2,False
00/261848,2,False
23/88916,2,False
23/88915,2,False
15/115105,2,False
15/25148,2,False
09/263435,2,False
01/756544,2,False
07/18768,2,False
04/246266,2,False
33/146585,2,False
04/162740,2,False
02/544897,2,False
14/103128,2,False
06/63860,2,False
02/5574788,2,False
02/547485,2,False
03/54754,2,False
02/525454,2,False
02/228144,2,False
24/146530,2,False
02/6548665,2,False
0/52189,2,False
22/77022,2,False
0000000 /,2,False
13/29646,2,False
19/28745,2,False
14/121159,2,False
23/196939,2,False
20A564626,2,False
02/205214,2,False
08/104437,2,False
09/256732,2,False
14/181704,2,False
01/499163,2,False
24/129857,2,False
01/459170,2,False
04/122464,2,False
14/136061,2,False
23/76156,2,False
02/554454,2,False
02/545445,2,False
01/337616,2,False
01/32564,2,False
0122222,2,False
24/057361,2,False
24/134647,2,False
10/2132,2,False
00/374429,2,False
22/57076,2,False
24/28997,2,False
12/003699,2,False
16/21215,2,False
08/98274,2,False
22/98676,1,False
22/48805,1,False
09/018110,1,False
04/125645,1,False
22/71537,1,False
00/453397,1,False
24/41083,1,False
07/42999,1,False
22/72387,1,False
01/347918,1,False
01/44424,1,False
24/010830,1,False
14/105474,1,False
14/56524,1,False
07/67691,1,False
07/69411,1,False
19/7628,1,False
15/192075,1,False
04/61598,1,False
15/73832,1,False
02/134359,1,False
02/226995,1,False
14/141041,1,False
24/50621,1,False
02/200386,1,False
02/268817,1,False
23/198532,1,False
14/41642,1,False
01/316367,1,False
09/89134,1,False
09/83134,1,False
00/321628,1,False
09/495461,1,False
04/20410,1,False
02/169246,1,False
00/4977,1,False
02/160543,1,False
82/1193220,1,False
09/178345,1,False
02/69009,1,False
01/87710,1,False
01/302149,1,False
10/70042,1,False
07/69963,1,False
12/27795,1,False
09/126641,1,False
04/308130,1,False
09/179233,1,False
14/39725,1,False
01/320872,1,False
23/23776,1,False
09/5000,1,False
01/47331,1,False
17/9210,1,False
14/148805,1,False
16/25713,1,False
08/24383,1,False
01/391851,1,False
01/423254,1,False
03/17577,1,False
09/182934,1,False
01/314124,1,False
02/092832,1,False
16/54556,1,False
03/181042,1,False
01/298893,1,False
02/259245,1,False
08/83268,1,False
00/350415,1,False
01/268502,1,False
07/40102,1,False
00/239245,1,False
02/115587,1,False
01/383333,1,False
22/2229970,1,False
03/243755,1,False
21/004430,1,False
10/55409,1,False
23/215867,1,False
02/67385,1,False
09/47450,1,False
05/50509,1,False
14/92811,1,False
09/110968,1,False
01/462002,1,False
01/288641,1,False
03/74364,1,False
00/297693,1,False
13/33331,1,False
01/5564,1,False
00/417982,1,False
02/292036,1,False
01/292921,1,False
03/70475,1,False
24/2065,1,False
03/27210,1,False
14/1798,1,False
14/14365,1,False
23/82195,1,False
24/23535,1,False
04/4264,1,False
24/35944,1,False
11/5571,1,False
01/291081,1,False
03/85529,1,False
01/066254,1,False
02/106473,1,False
01/162024,1,False
23/112091,1,False
01/122338,1,False
17/14168,1,False
00/231662,1,False
23/56529,1,False
08/28623,1,False
01/354397,1,False
02/88248,1,False
07/57089,1,False
04/23800,1,False
21/47936,1,False
14/ 75739,1,False
15/44684,1,False
23/6204,1,False
01/212321,1,False
04/22752,1,False
01/37632,1,False
23/108203,1,False
01/411233,1,False
01/23647,1,False
23/1236,1,False
13/631034,1,False
22/109259,1,False
01/61016,1,False
08/1630,1,False
14/131550,1,False
15/35636,1,False
02/21541,1,False
01/245278,1,False
14/71108,1,False
01415520,1,False
02/108478,1,False
09/70977,1,False
23/95932,1,False
18/4581,1,False
01/183234,1,False
03/10192,1,False
09/1404,1,False
22/76393,1,False
00/9883641,1,False
03/83927,1,False
08/88435,1,False
24/123357,1,False
00231065,1,False
04/134731,1,False
09/138504,1,False
04/17975,1,False
04/55784,1,False
14/15088,1,False
22/16393,1,False
0496189,1,False
19/6895,1,False
00/219114,1,False
08/35753,1,False
05/21632,1,False
04/31054,1,False
02/191917,1,False
01/441371,1,False
01/89860,1,False
15/28609,1,False
14/133602,1,False
23/135560,1,False
24/41086,1,False
20/42419,1,False
23/216339,1,False
22/21306,1,False
17/46652,1,False
1730504,1,False
22/54985,1,False
01/448419,1,False
04/61806,1,False
22/32082,1,False
04/894762,1,False
01/247908,1,False
22/63539,1,False
01/161950,1,False
00/14154,1,False
00/392720,1,False
00/25451,1,False
01/307399,1,False
24/4881,1,False
02/77071,1,False
23/5263,1,False
00/317799,1,False
04/12560,1,False
09/926451,1,False
09/111784,1,False
23/42048,1,False
07150273,1,False
02/205832,1,False
24/108304,1,False
01/394976,1,False
04/60890,1,False
18/38188,1,False
04/56065,1,False
09/118330,1,False
17/39943,1,False
00/220113,1,False
03/147210,1,False
24/47187,1,False
22/32298,1,False
04/48436,1,False
01/2314568,1,False
23/162282,1,False
03/167318,1,False
02/14726,1,False
2348523,1,False
21/4748,1,False
12/2001,1,False
00/12145,1,False
00/355841,1,False
13/29851,1,False
01/500436,1,False
24/23188,1,False
00/385997,1,False
01/424183,1,False
03/13465,1,False
00/462042,1,False
02/91236,1,False
